geom,value
POINT(-95.4523894191947 30.05755129232),543248.73884608946
POINT(-97.8054146772696 30.1635448991275),343918.06123868242
POINT(-94.7838915037706 31.3935617926236),296300.00107034354
POINT(-98.593205910594 29.5089590559931),203454.63439396242
POINT(-95.5898131099803 29.9867401463324),719853.32470697362
POINT(-97.8699401352197 30.3377008502644),490781.95932859794
POINT(-96.8575063557544 32.5579163520461),449880.8893754101
POINT(-97.7534920655549 30.4728438166455),581708.54588638258
POINT(-94.7850518387417 31.1962438257736),282632.34380937938
POINT(-97.1199394488113 32.8977226512574),1065049.9237349653
POINT(-106.36414548711 31.7459633804428),161251.10336543442
POINT(-98.3722461864632 29.581639764055),448359.94567031506
POINT(-95.5894535906041 29.6405220804791),431889.1776854053
POINT(-96.794981933778 33.1267272186699),296646.52805329266
POINT(-95.4042743703542 31.5094250219112),305744.39450218866
POINT(-97.79830003001 30.4551807516309),505762.7615447077
POINT(-95.4132823767225 29.9083592840077),208206.7652646229
POINT(-95.5222044546422 29.7314681643254),227880.58279234546
POINT(-96.8040994433259 32.9598253326142),375873.9890222181
POINT(-101.930726005553 33.5179935930192),428503.27313902578
POINT(-96.8526883720108 32.9599737053122),339479.02484426706
POINT(-97.4818331011494 25.9359158358295),149572.34049623666
POINT(-95.3363881690499 29.8350627472455),164122.64844723826
POINT(-95.4213218727971 29.7256830790711),327331.68292193906
POINT(-96.6338661096326 33.1176375852705),395404.11701036658
POINT(-95.5557722670649 29.8982521650831),555095.2340311989
POINT(-95.606123249758 29.5779838912046),768814.4590700469
POINT(-94.750559170122 32.5347545906052),171628.12807156658
POINT(-98.6650385616064 29.5040721004251),724203.49843556946
POINT(-96.7610816059227 32.8297846516223),1343957.5045156069
POINT(-102.360938060018 31.8285823328477),177725.09062636754
POINT(-95.4717861913009 29.8965475013468),359319.93264855922
POINT(-95.6745747770296 29.880217182052),468823.40246071474
POINT(-97.6538345142583 30.358200056728),384413.86492815538
POINT(-100.205980715685 34.8377357903831),297432.29915903474
POINT(-97.1693762314283 32.815508003873),171635.12220169714
POINT(-96.6668111816973 33.1877525014867),375361.11712622066
POINT(-95.5866553188878 29.645036234612),389859.56748080626
POINT(-99.1724599305924 30.1244436407241),373725.40760910994
POINT(-94.8863411465196 32.3641610471395),312370.2765343861
POINT(-95.6242867543826 33.0911656385525),354676.73458435858
POINT(-97.6831915576647 33.0572078182099),242026.68186430194
POINT(-95.6659199080908 30.2188551409043),810597.60587446322
POINT(-101.774998649046 35.2000203662007),297953.92902975186
POINT(-96.8622759725036 32.743090259655),416444.11627224082
POINT(-96.989291183154 32.8568712155431),190420.43359812626
POINT(-95.0887730819834 29.4959956407036),589447.01717838866
POINT(-96.9585338924584 32.8817116359588),409168.70967530162
POINT(-98.1952059250331 26.2296238048726),345677.42352175794
POINT(-95.432113000722 29.7070144909214),1404991.2777058373
POINT(-94.7670248075446 32.7106014843653),463148.21155307506
POINT(-97.3721125047591 31.0573337852123),267106.37630046194
POINT(-94.9843726967343 29.3666273728807),207465.38121729682
POINT(-96.5051773708726 33.1872396351126),301135.44432594226
POINT(-94.8286188705611 32.5413551419457),310286.0015358869
POINT(-94.1816700571816 33.3653600595871),171180.13864494034
POINT(-97.8242675309142 26.0574882601711),215977.2158104229
POINT(-98.5117799790605 29.3344767373527),367888.67145625874
POINT(-95.4941916770058 29.7590374951239),573920.45976015122
POINT(-98.733879809318 29.438050273672),709472.89868202258
POINT(-95.6414371481802 29.8917589599023),623408.70169260306
POINT(-97.4271245251101 27.7667072300968),206837.71475142578
POINT(-96.8535033033033 32.7295957926914),342721.20711686066
POINT(-106.493434419376 31.8461419441328),319719.11908281234
POINT(-96.7456410979853 32.5409422127075),486808.33961108018
POINT(-97.7832119017353 30.2130321867937),364694.18881278514
POINT(-97.8356851675283 28.1377899598941),302487.5421350933
POINT(-97.6219828939229 30.3257965128875),216723.67849631602
POINT(-97.2046923816748 32.6111348693536),488950.26990202034
POINT(-99.3043837509981 30.0569865832363),352580.89132481714
POINT(-97.2350801513518 32.5877215141306),311480.06757096626
POINT(-98.6444428332324 29.4625215757349),248251.54846678194
POINT(-98.5086363457741 29.6316832748441),789574.42424736242
POINT(-106.504476741624 31.7851076190256),384179.03866972658
POINT(-95.4736488165857 29.8892473553817),269299.06291490962
POINT(-94.7337690068958 30.9272318836933),251551.11150559378
POINT(-97.391961969656 27.6946981553861),633968.47559718706
POINT(-95.6306547949752 29.7668701266195),634084.59243894578
POINT(-96.8694110871878 32.9984255374109),265017.30665672146
POINT(-101.969050566352 32.7229324198464),211184.6932358293
POINT(-98.1131467560498 32.8127633245299),227608.0720401557
POINT(-95.3115939621785 30.2076153224761),321429.82899576274
POINT(-96.6318211576263 32.8546785367808),346399.19080110866
POINT(-95.1931668870698 29.6617766649803),156861.21071110226
POINT(-98.5379504833318 29.4064960068281),270705.53394317394
POINT(-95.4694211333749 32.143858297166),278713.46300987474
POINT(-95.3886118722146 29.7391931737986),263234.62623237522
POINT(-95.5523035540853 30.0646599174029),847191.7150539509
POINT(-97.2971188149152 32.5284821169811),602987.94759381714
POINT(-97.5722000260931 30.5086627745553),323791.47730256594
POINT(-96.7025245515751 32.9013439217503),155187.50911647762
POINT(-95.1860841723616 30.7599185591304),193440.42690239826
POINT(-98.8366476065916 29.6647216198249),249381.86545023634
POINT(-94.1314493871699 31.0490018278948),422170.63324002962
POINT(-95.2886669222878 32.3961335112644),202576.37122054098
POINT(-96.6839386584009 32.9413986450166),261352.84820995698
POINT(-95.6223977035959 29.6770415553844),184127.47916652146
POINT(-95.6444486215485 29.6511397811473),343657.3289185749
POINT(-94.1256977730989 33.3443825528939),275997.55921674834
POINT(-94.6259142087079 31.6323828157003),319474.48281076306
POINT(-97.2931587236198 27.6514157731474),337795.7017891045
POINT(-96.7125355190477 32.8948229401612),191424.42396764402
POINT(-95.5508969890568 32.0031294680785),360664.78647599986
POINT(-97.3739023912035 32.8672036698325),237226.60314415986
POINT(-96.7837331821028 33.0616838777981),272642.67279202834
POINT(-95.4700460530768 29.7833873442236),401586.03117367474
POINT(-95.2464224261586 31.9647887556067),236913.99932512082
POINT(-98.3181835783255 29.4957389080981),329132.79206090578
POINT(-95.4539129328422 29.1378342578723),510746.49991921138
POINT(-97.1353054624252 32.5896700392589),494346.2099626101
POINT(-97.6980835652743 30.498252661769),648905.64938042162
POINT(-97.6560511608991 31.1279496147131),270472.09961917234
POINT(-96.9520192371832 32.9278304389357),479629.86326739762
POINT(-97.9821096526839 29.5122774338541),291452.57686819282
POINT(-95.2916921593697 29.5435084079153),431560.16766236786
POINT(-95.6648817116177 29.6413490193113),534901.28879868018
POINT(-95.2554948300877 29.6054356212183),326343.56677957746
POINT(-102.240862625609 32.0411533267458),836891.67664036946
POINT(-97.6912461440441 30.2780764396831),480528.5421248757
POINT(-95.0642823042384 29.4466574971112),359607.57144223794
POINT(-97.1708584057886 32.8517764350086),389342.16407113778
POINT(-99.5140311467376 27.5232405222263),223395.53208990386
POINT(-96.7523063998275 32.9381699218706),132261.76049705298
POINT(-98.5685380504604 29.4320266452353),116151.68326576114
POINT(-102.138786456238 32.0111348986478),540981.79984539282
POINT(-98.2526817759578 26.2524164393077),374071.2724887685
POINT(-98.7293682844692 29.803542249022),467937.2805691525
POINT(-95.3844590147354 29.7487889721426),636376.3691812997
POINT(-98.5613736801802 29.4819177038706),222506.79577152466
POINT(-97.7112715978687 31.0961741808366),191762.15067615858
POINT(-95.4820027532122 29.5985383903832),397422.8002805413
POINT(-97.0302703000218 32.9956517540153),767461.18565381714
POINT(-95.1327410511817 29.9197433178673),379653.5667126773
POINT(-97.7094205067028 28.8301804179068),323924.33427226834
POINT(-97.8805751077805 29.8240774113228),183830.24274738706
POINT(-94.4620412547547 31.8213825211762),227294.90513112594
POINT(-97.8415102304283 30.1924622998455),491173.12241214642
POINT(-95.4491331529753 29.7974035792703),316558.2035004741
POINT(-96.6630222935253 33.0025064329183),887730.28507122514
POINT(-98.3775783103822 26.2372849622433),292321.99459404626
POINT(-98.2012230956234 32.2184157313276),296758.31832337234
POINT(-96.7571176878554 33.0638384176993),582127.96317432658
POINT(-98.5372198824756 29.5786778949923),580729.35276660882
POINT(-97.0451147493445 33.0535220009825),548482.17943836818
POINT(-95.4992598757469 29.7055435467826),270321.39523211058
POINT(-95.5738304043531 29.7478296838825),199064.4752816277
POINT(-98.492351035222 29.467519567032),417142.83907312754
POINT(-94.9235097077937 29.773583329407),636619.50870157767
POINT(-96.6480646607135 32.7566230157193),187628.93545372103
POINT(-99.7364826927466 32.4537868334212),145241.52769491047
POINT(-95.4789494187995 29.600088928119),316765.02916977735
POINT(-100.472317365427 31.4331728102228),420399.80561591015
POINT(-94.5334855866342 31.5422467894767),272942.17179011111
POINT(-95.4719051279809 32.6795900055824),242704.30466783271
POINT(-95.0228988282394 29.6505680635809),336471.77058531367
POINT(-96.8095818352068 32.7370391624504),211566.72818054503
POINT(-96.3391105061223 32.9681817363318),389023.08955407719
POINT(-97.9044334595142 32.5221559907373),237079.31068114279
POINT(-103.488324793862 31.4089568671665),446606.11247154535
POINT(-97.8297940419478 27.5320969505352),179726.90823232519
POINT(-95.1808399240848 29.5241284764),420703.60399303335
POINT(-96.6100314101154 32.7995636157396),502277.38014665031
POINT(-97.0359186897786 28.9140031263139),220340.55928987623
POINT(-106.394722812987 31.9018807496682),163087.87239990919
POINT(-97.0451482127775 32.7070044652513),153675.86914075591
POINT(-106.281606822008 31.7775204244851),257329.97766224487
POINT(-98.3709601655366 29.5349613826011),140829.81052133639
POINT(-96.8148312312356 30.3400759693162),302483.35215036327
POINT(-97.769756651651 30.5176125950031),308374.79590141511
POINT(-96.7766182573414 33.1393186674436),804632.02681255143
POINT(-96.8472015107781 33.0050854750524),235761.86475309959
POINT(-96.057421768555 32.4726230718109),255191.05995448871
POINT(-106.360878363799 31.7517686244748),210746.06392621255
POINT(-96.838412811997 32.6539172201538),152576.56553560263
POINT(-96.7799843593838 32.7057258934657),148056.23480526343
POINT(-94.7130521459772 33.1027152724112),217683.94072628391
POINT(-95.4427015936202 29.7946351745686),274429.26631113543
POINT(-102.356283426708 31.8721637570511),330796.18380239687
POINT(-96.764635444431 32.9241226235912),184473.30057384775
POINT(-96.7170264887913 32.9054577166713),151218.85239282151
POINT(-98.5603423598655 29.4439636255391),235956.35107610759
POINT(-99.1163154077482 28.9938308675769),204937.64654489735
POINT(-97.0119403675512 32.6610825123252),400882.74430687015
POINT(-95.5507497393334 29.7862653575576),201634.46027865543
POINT(-98.3778674706318 29.6530243997989),476907.83257795335
POINT(-97.1377928385732 33.6316514201164),286743.52373019047
POINT(-97.8019800254314 30.0784126825123),307039.68201254983
POINT(-95.0137125651518 29.3910899548437),239099.53783131175
POINT(-97.7013050693852 32.733321784006),559694.11381701671
POINT(-96.8991254007912 32.6825423405315),223612.23360643783
POINT(-106.353929784224 31.845929140127),335183.34470699367
POINT(-97.7175122925245 30.4172075882226),273539.45566906023
POINT(-96.6923806324532 33.1686747605208),451929.97022672551
POINT(-96.7272731565795 32.8973032311806),172836.50994300583
POINT(-97.2966015052005 27.6832968253821),234129.23846319431
POINT(-97.3891462350698 32.8282554560982),315688.42813595943
POINT(-95.0603612662108 29.5523458249379),603732.52465197351
POINT(-97.0670482760165 32.7869117554731),294140.23002136871
POINT(-97.0597320590448 32.6387339334426),412580.35827015975
POINT(-97.3870412762785 32.7413752433994),561314.47390189511
POINT(-95.4917430162393 30.0482129553397),555324.35663345607
POINT(-99.9976979109536 31.6451046109625),234934.85217036231
POINT(-97.2481243992988 32.9287413903895),379588.36474392167
POINT(-97.4033659910968 27.744482713983),238397.48099871303
POINT(-95.5347120925116 30.1504954602556),965578.84911473223
POINT(-97.0234753674438 32.6745919698765),606156.34143160551
POINT(-98.2815701494189 29.2805861953435),322031.51174600935
POINT(-95.2805900246468 29.6580080413657),121896.34151088007
POINT(-95.2122333316442 29.8673490946546),306593.72817325959
POINT(-96.6076577050905 33.3996521943791),556291.85762913479
POINT(-97.4876978737594 31.0918250078943),320519.67269779975
POINT(-101.899632275747 33.613206033263),130721.71670144839
POINT(-97.9131594166339 33.1615272387178),365645.25310756679
POINT(-97.3342660990137 33.1948265750818),506353.74657103687
POINT(-98.4323449272223 29.4302134304176),141085.42478638567
POINT(-98.6037172594466 29.3412296970069),274661.26528208359
POINT(-95.4265386879586 29.6678145393503),262213.82002594951
POINT(-98.1277157357901 30.0255421114844),458299.05053865095
POINT(-106.282541394156 31.7931715720602),218830.72952167207
POINT(-95.5335034656125 30.2460643954393),788733.35016178119
POINT(-97.0555730416676 33.1802402023891),594459.20138740167
POINT(-95.7401781601272 29.7743570407944),370874.67405913863
POINT(-97.8342947747476 33.5517065571751),318225.21835597575
POINT(-96.0938891188242 33.10394375223),407318.87966381479
POINT(-97.7013175973271 31.1079015445954),184042.98815705831
POINT(-95.3370183228043 32.5563833616447),433360.66293975431
POINT(-99.134562926378 29.3342129501401),382211.62191751559
POINT(-96.2188815110131 33.0185414249747),411303.35352539527
POINT(-97.6958516316871 30.4266047327955),381278.22949357255
POINT(-97.6845887474858 30.3141874432293),221859.36405138791
POINT(-95.7067255821504 30.7061719655052),421821.27950335335
POINT(-98.7704939013927 29.1011376001209),268941.95521105255
POINT(-96.875716047715 33.0562423793739),593033.54939565063
POINT(-96.6874887494906 32.921251386985),332321.85159080615
POINT(-98.3204817236184 26.2074946617492),176382.80151333543
POINT(-98.540871869822 29.5781054342871),482714.75513053511
POINT(-96.5602370522273 33.018067052175),430430.80295256391
POINT(-95.3394534285258 29.8227692037142),118659.11650650087
POINT(-97.406724088626 27.700457553329),301480.22085230215
POINT(-98.6070375243555 29.4870293999269),122775.71029663367
POINT(-96.708542105481 32.9139287259948),217883.85928093319
POINT(-95.3203341980951 30.1851591154795),263674.22948925063
POINT(-95.2284594152447 30.1257664185987),418456.27814485639
POINT(-95.7990830104849 29.89324519876),883456.20021458215
POINT(-96.9887845744675 32.792066484594),392742.12625736295
POINT(-97.7210121478637 31.0951184722575),252840.04262888039
POINT(-106.255445500278 31.7856276717556),464842.99636286055
POINT(-98.0222135010929 29.6645110702802),413512.87171676423
POINT(-96.5916331801159 32.7504448688318),372555.71793033479
POINT(-95.5409075303712 29.9549862061953),255440.17986119239
POINT(-97.4183461509973 32.6573970980102),321231.12692590151
POINT(-95.5860242869332 30.0359610090592),361934.01749579335
POINT(-98.0769543094957 32.7632736037756),271790.67997947463
POINT(-96.9578073034118 32.6154481754582),426035.11550098663
POINT(-95.4684565927578 29.7972379088252),319480.59594159975
POINT(-97.7284246948709 30.3571584907292),468508.30603748519
